Unnamed: 0,id,name,energy,time,ingredients,recipe,photo,ing_obr,ing_new,Calories,Proteins,Fats,Carbohydrates
585,586,Салат Нисуаз,"Калории: 257, белки: 11, жиры: 18, углеводы: 13",30 минут,"Помидоры 6 штук
Оливковое масло 50 мл
Зеленый сладкий перец 1 штука
Огурцы 2 штуки
Консервированный тунец 100 г
Оливки 80 г
Базилик 2 веточки
Куриное яйцо 2 штуки
Зеленый лук 1 штука
Чеснок 1 зубчик
Соль по вкусу","① Подготовить необходимые ингредиенты.
② Помидоры нарезать дольками, избавить от семян, переложить в миску, посолить, перемешать и оставить на 10 минут.
③ Затем, воспользовавшись ситом, избавиться от выделившегося сока. Повторить эту процедуру еще два раза, после чего полить их оливковым маслом и перемешать.
④ В небольшом сотейнике вскипятить воду, положить в нее яйца и варить 7 минут. Затем переложить их в ледяную воду, чтобы остановить приготовление.
⑤ Готовые яйца очистить и нарезать на четвертинки.
⑥ Порвать листья базилика, измельчить зеленый лук.
⑦ Перец и огурцы, избавить от семян и нарезать небольшими ломтиками.
⑧ Деревянную тарелку для подачи салата натереть зубчиком чеснока.
⑨ Выложить в тарелку все подготовленные ингредиенты и сбрызнуть их оливковым маслом.
①0 Подать.",https://eda.ru/img/eda/c620x415/s1.eda.ru/StaticContent/Photos/170219214134/190918135537/p_O.jpg,"['помидор', '6', 'штук', 'оливков', 'масл', '50', 'мл', 'зелен', 'сладк', 'перец', '1', 'штук', 'огурц', '2', 'штук', 'консервирова', 'тунец', 'оливк', 'базилик', '2', 'веточк', 'курин', 'яйц', '2', 'штук', 'зелен', 'лук', '1', 'штук', 'чеснок', '1', 'зубчик', 'сол', 'вкус']","['помидор', 'штука', 'оливковый', 'масло', 'мл', 'зелёный', 'сладкий', 'перец', 'штука', 'огурец', 'штука', 'консервированный', 'тунец', 'г', 'оливка', 'г', 'базилик', 'веточка', 'куриный', 'яйцо', 'штука', 'зелёный', 'лук', 'штука', 'чеснок', 'зубчик', 'соль', 'по', 'вкус']",257,11,18,13
586,587,Салат нисуаз с базиликом,"Калории: 1621, белки: 45, жиры: 135, углеводы: 56",20 минут,"Тунец 200 г
Консервированный тунец 50 г
Перепелиное яйцо 4 штуки
Маринованные мини-артишоки  160 г
Огурцы 100 г
Помидоры 100 г
Вяленые помидоры 20 г
Сладкий перец 2 штуки
Маслины 20 г
Редис 20 г
Смесь салатных листьев 40 г
Салат мини романо 30 г
Листья сельдерея 30 штук
Кресс-салат 6 г
Мед 40 г
Яичный желток 3 штуки
Дижонская горчица 40 г
Хересный уксус 2 чайные ложки
Оливковое масло extra virgin 5 столовых ложек
Бальзамический уксус 100 мл
Дезодорированное рафинированное растительное масло 150 мл
Соевый соус 20 мл
Базилик 5 г
Тимьян 2 стебля
Чеснок 2 зубчика
Молотый черный перец по вкусу
Соль по вкусу","① Взять два болгарских перца, красный и желтый, вырезать плодоножку, вычистить семена и на их место вложить по раздавленному зубчику чеснока и веточке тимьяна. Завернуть в фольгу и запекать сорок минут при 180 градусах, после чего сразу окунуть в ледяную воду, снять кожуру — и нарезать в произвольном формате.
② Для домашнего майонеза смешать три желтка с дижонской горчицей и, не спеша постоянно размешивая, влить растительное масло. В конце добавить пару чайных ложек хересного уксуса, соль и перец. Смешать майонез с пробитым в блендере консервированным тунцом.
③ Для дрессинга выпарить в четыре раза бальзамический уксус, добавить мед и 3–4 ложки оливкового масла, перемешать.
④ На ложке оливкового масла обжарить тунца до золотистости. Нарезать не очень толстыми кусками.
⑤ По дну тарелок размазать майонезно-тунцовую смесь. Разложить по всей поверхности салатный микс (фризе, руккола, мини-шпинат, мангольд) и мини-романо. Вслед за ними — нарезанные крупно огурцы, помидоры, маринованные артишоки, разрезанные вдоль пополам вареные перепелиные яйца, маслины, перец, базилик и нарезанный тонкими кружками редис.
⑥ В самом конце выложить обжаренного тунца, сбрызнуть его оливковым маслом и соевым соусом, украсить листьями сельдерея и кресс-салатом — и полить медово-бальзамическим дрессингом.",https://eda.ru/img/eda/c620x415/s1.eda.ru/StaticContent/Photos/130907154434/130919121211/p_O.jpg,"['тунец', 'консервирова', 'тунец', 'перепелин', 'яйц', '4', 'штук', 'маринова', 'мин', 'артишок', 'огурц', 'помидор', 'вялен', 'помидор', 'сладк', 'перец', '2', 'штук', 'маслин', 'редис', 'сме', 'салатн', 'лист', 'салат', 'мин', 'рома', 'лист', 'сельдере', '30', 'штук', 'кресс', 'салат', 'мед', 'яичн', 'желток', '3', 'штук', 'дижонск', 'горчиц', 'хересн', 'уксус', '2', 'чайн', 'ложк', 'оливков', 'масл', 'extra', 'virgin', '5', 'столов', 'ложек', 'бальзамическ', 'уксус', '100', 'мл', 'дезодорирова', 'рафинирова', 'растительн', 'масл', '150', 'мл', 'соев', 'соус', '20', 'мл', 'базилик', 'тимья', '2', 'стебл', 'чеснок', '2', 'зубчик', 'молот', 'черн', 'перец', 'вкус', 'сол', 'вкус']","['тунец', 'г', 'консервированный', 'тунец', 'г', 'перепелиный', 'яйцо', 'штука', 'мариновать', 'минь', 'артишок', 'г', 'огурец', 'г', 'помидор', 'г', 'вяленый', 'помидор', 'г', 'сладкий', 'перец', 'штука', 'маслина', 'г', 'редис', 'г', 'смесь', 'салатный', 'лист', 'г', 'салат', 'минь', 'романо', 'г', 'лист', 'сельдерей', 'штука', 'кресс', 'салат', 'г', 'мёд', 'г', 'яичный', 'желток', 'штука', 'дижонскай', 'горчица', 'г', 'хересный', 'уксус', 'чайный', 'ложка', 'оливковый', 'масло', 'extra', 'virgin', 'столовый', 'ложка', 'бальзамический', 'уксус', 'мл', 'дезодорировать', 'рафинировать', 'растительный', 'масло', 'мл', 'соевый', 'соус', 'мл', 'базилик', 'г', 'тимьян', 'стебель', 'чеснок', 'зубчик', 'молотый', 'чёрный', 'перец', 'по', 'вкус', 'соль', 'по', 'вкус']",1621,45,135,56
587,588,Быстрый лимонад,"Калории: 209, белки: 1, жиры: 0, углеводы: 52",5 минут,"Лимон 2 штуки
Сахар 200 г
Вода 750 мл
Лед 6 штук","① Хорошо помыть лимоны.
② Разрезать лимоны и положить в блендер.
③ Добавить сахар, холодную воду и лед.
④ Перемешивать 1 минуту.
⑤ Процедить через мелкое сито.
⑥ Украсить дольками лимона.",https://eda.ru/img/eda/c620x415/s1.eda.ru/StaticContent/Photos/120131111301/120214130019/p_O.jpg,"['лимон', '2', 'штук', 'сахар', 'вод', '750', 'мл', 'лед', '6', 'штук']","['лимон', 'штука', 'сахар', 'г', 'вода', 'мл', 'лёд', 'штука']",209,1,0,52
588,589,Запеченный картофель по-французски (La kartofel'),"Калории: 603, белки: 48, жиры: 32, углеводы: 31",1 час,"Картофель 600 г
Помидоры 3 штуки
Куриное филе 400 г
Соль по вкусу
Молотый черный перец по вкусу
Сыр 350 г
Растительное масло 1 столовая ложка
Майонез по вкусу","① Нарезать очищенный картофель тонкими кружочками и выложить на противень (предварительно смазанный растительным маслом), закрывая дно.
② Посолить, поперчить картофель по вкусу.
③ Отварить филе курицы, остудить, измельчить в блендере или мелко нарезать, смешать с майонезом, равномерно выложить на картофель.
④ Помидоры нарезать тонкими кружочками и разложить на куриное филе.
⑤ Натереть сыр на средней терке и укрыть им помидоры.
⑥ Противень поставить в разогретую духовку (200 градусов), запекать около 15 минут, затем убавить жар до 150 градусов и оставить до полной готовности картофеля.
⑦ После приготовления можно украсить оливками.",https://eda.ru/img/eda/c620x415/s1.eda.ru/StaticContent/Photos/110809195434/120830154838/p_O.jpg,"['картофел', 'помидор', '3', 'штук', 'курин', 'фил', 'сол', 'вкус', 'молот', 'черн', 'перец', 'вкус', 'сыр', 'растительн', 'масл', '1', 'столов', 'ложк', 'майонез', 'вкус']","['картофель', 'г', 'помидор', 'штука', 'куриный', 'филе', 'г', 'соль', 'по', 'вкус', 'молотый', 'чёрный', 'перец', 'по', 'вкус', 'сыр', 'г', 'растительный', 'масло', 'столовая', 'ложка', 'майонез', 'по', 'вкус']",603,48,32,31
589,590,Картофельное пюре по мотивам Робюшона,"Калории: 1162, белки: 7, жиры: 106, углеводы: 48",2 часа,"Картофель 1 кг
Сливочное масло 500 г
Соль по вкусу
Молотый черный перец по вкусу
Молоко 150 мл","① Подготовить необходимые ингредиенты.
② Картофель отварить.
③ Далее остудить и снять кожу.
④ Протереть.
⑤ Протертый картофель выложить в сотейник на очень маленький огонь.
⑥ Добавить ледяное, предварительно замороженное при температуре минус 25 градусов сливочное масло, нарезанное кубиками.
⑦ Вмешать масло в картофель, не снимая с огня.
⑧ Когда все масло растворится в картофеле, снять сотейник с огня, влить молоко.
⑨ Затем посолить и поперчить по вкусу.
①0 Подать.",https://eda.ru/img/eda/c620x415/s1.eda.ru/StaticContent/Photos/131215224100/160323125043/p_O.jpg,"['картофел', '1', 'кг', 'сливочн', 'масл', 'сол', 'вкус', 'молот', 'черн', 'перец', 'вкус', 'молок', '150', 'мл']","['картофель', 'кг', 'сливочный', 'масло', 'г', 'соль', 'по', 'вкус', 'молотый', 'чёрный', 'перец', 'по', 'вкус', 'молоко', 'мл']",1162,7,106,48
590,591,Салат с жареным тофу и кунжутом,"Калории: 664, белки: 36, жиры: 31, углеводы: 57",30 минут,"Микс Олимп «Белая Дача» 130 г
Тофу 200 г
Мука для темпуры 150 г
Огурцы 2 штуки
Красный сладкий перец 2 штуки
Красный лук 1 штука
Базилик 60 г
Лимон 1 штука
Соевый соус 20 мл
Коричневый сахар 1 столовая ложка
Кунжутное масло 50 мл
Кунжут 1 столовая ложка
Смесь «Пять перцев» по вкусу
Перец чили хлопьями по вкусу
Апельсины 1 штука
Растительное масло 10 мл
Кукурузный крахмал 40 г
Масло для фритюра 700 мл","① Сладкий перец отправить в разогретую до 180 градусов духовку, с функцией гриля, на 20 минут.
② Лук нарезать соломкой, огурцы очистить и нарезать полукольцами. Базилик нарезать крупно. Перец достать из духовки, снять с него кожицу и нарезать соломкой.
③ Для заправки смешать соевый соус, соки лимона и апельсина, кунжутное масло, хлопья чили, сахар и смесь перцев.
④ На сковороде немного обжарить кунжут. Смешать подготовленные овощи с заправкой.
⑤ Темпуру смешать с водой в пропорции 1/1, добавить куркуму. Консистенция должна быть похожа на тесто для блинов.
⑥ Тофу нарезать крупными брусками, обвалять в крахмале, затем окунуть в темпуру и обжарить его в кипящем масле до румяной корочки.
⑦ Обжаренный тофу выложить на подушку из салата, посыпать кунжутом и тут же подавать.",https://eda.ru/img/eda/c620x415/s1.eda.ru/StaticContent/Photos/121208021522/170222121039/p_O.jpg,"['микс', 'олимп', 'бел', 'дач', 'тоф', 'мук', 'темпур', 'огурц', '2', 'штук', 'красн', 'сладк', 'перец', '2', 'штук', 'красн', 'лук', '1', 'штук', 'базилик', 'лимон', '1', 'штук', 'соев', 'соус', '20', 'мл', 'коричнев', 'сахар', '1', 'столов', 'ложк', 'кунжутн', 'масл', '50', 'мл', 'кунжут', '1', 'столов', 'ложк', 'сме', 'пят', 'перц', 'вкус', 'перец', 'чил', 'хлоп', 'вкус', 'апельсин', '1', 'штук', 'растительн', 'масл', '10', 'мл', 'кукурузн', 'крахма', 'масл', 'фритюр', '700', 'мл']","['микс', 'олимп', 'белый', 'дача', 'г', 'тоф', 'г', 'мука', 'для', 'темпур', 'г', 'огурец', 'штука', 'красный', 'сладкий', 'перец', 'штука', 'красный', 'лук', 'штука', 'базилик', 'г', 'лимон', 'штука', 'соевый', 'соус', 'мл', 'коричневый', 'сахар', 'столовая', 'ложка', 'кунжутный', 'масло', 'мл', 'кунжут', 'столовая', 'ложка', 'смесь', 'пять', 'перец', 'по', 'вкус', 'перец', 'чили', 'хлопья', 'по', 'вкус', 'апельсин', 'штука', 'растительный', 'масло', 'мл', 'кукурузный', 'крахмал', 'г', 'масло', 'для', 'фритюр', 'мл']",664,36,31,57
591,592,Морковный торт с цедрой,"Калории: 540, белки: 7, жиры: 28, углеводы: 67",50 минут,"Сахар 200 г
Соль щепотка
Пшеничная мука 200 г
Разрыхлитель ½ чайные ложки
Молотая корица ½ чайные ложки
Морковь 250 г
Апельсины 1 штука
Куриное яйцо 2 штуки
Растительное масло 150 мл
Сода 1 чайная ложка
Сахарная пудра 1 столовая ложка","① Натереть морковь на терке. Просеять муку, смешать ее с корицей, содой и разрыхлителем, затем половину муки смешать с тертой морковью.
② Взбить сахар с растительным маслом, добавить одно яйцо, щепотку соли и остальную муку с корицей, а вслед за ней — морковную смесь и оставшееся яйцо.
③ Перелить тесто в форму и поставить запекаться при температуре 170 градусов на двадцать пять — тридцать минут.
④ Натереть апельсиновую цедру. Смешать сахарную пудру с апельсиновым соком, смазать готовый морковный торт — и посыпать его апельсиновой цедрой.",https://eda.ru/img/eda/c620x415/s1.eda.ru/StaticContent/Photos/141203013729/150101200159/p_O.jpg,"['сахар', 'сол', 'щепотк', 'пшеничн', 'мук', 'разрыхлител', '½', 'чайн', 'ложк', 'молот', 'кориц', '½', 'чайн', 'ложк', 'морков', 'апельсин', '1', 'штук', 'курин', 'яйц', '2', 'штук', 'растительн', 'масл', '150', 'мл', 'сод', '1', 'чайн', 'ложк', 'сахарн', 'пудр', '1', 'столов', 'ложк']","['сахар', 'г', 'соль', 'щепотка', 'пшеничный', 'мука', 'г', 'разрыхлитель', '½', 'чайный', 'ложка', 'молотый', 'корица', '½', 'чайный', 'ложка', 'морковь', 'г', 'апельсин', 'штука', 'куриный', 'яйцо', 'штука', 'растительный', 'масло', 'мл', 'сода', 'чайный', 'ложка', 'сахарный', 'пудра', 'столовая', 'ложка']",540,7,28,67
592,593,Гамбургер «Скандинавия»,"Калории: 1818, белки: 80, жиры: 115, углеводы: 107",15 минут,"Бекон 2 куска
Говяжья вырезка 250 г
Сыр чеддер 2 куска
Маринованные огурцы 2 штуки
Салат айсберг 3 пучка
Помидоры ½ штуки
Красный лук ½ головки
Булочка с кунжутом 1 штука
Белый лук ⅓ головки
Оливковое масло 1 столовая ложка
Кетчуп 1,5 столовых ложек
Коричневый соус HP 1 чайная ложка
Майонез 2 столовые ложки
TABASCO® 1 чайная ложка
Вустерширский соус ½ чайные ложки
Коньяк 1,5 чайных ложек
Соль по вкусу
Молотый черный перец по вкусу","① Говядину пропустить через мясорубку, добавить масло, столовую ложку кетчупа, посолить и поперчить. Перемешать руками (если пользоваться комбайном, мясо будет волокнистым) до однородности. Сформировать котлету: заполнить фаршем кулинарное кольцо и утрамбовать.
② Очень мелко нарезать маринованный огурец, измельчить белый лук. Смешать огурец и лук с майонезом, половиной столовой ложки кетчупа, соусом HP, табаско и вустерширским соусом. Добавить главный ингредиент — коньяк.
③ Половину помидора и красный лук нарезать тонкими кольцами. Листья салата «Айсберг» аккуратно, стараясь не повредить, сложить в виде лодочки. Выложить на салат слайсы помидора и красного лука, слегка примять руками.
④ Мясо, булочку и бекон поджарить на гриле (подойдет и сковорода гриль). Булочке достаточно тридцати секунд, чтобы подрумяниться, бекону — полминуты с каждой стороны, а средняя степень прожарки мяса потребует минут четырех-пяти. За минуту до готовности положить на котлету сыр и дать ему расплавиться.
⑤ На половине поджаренной булочки разместить лодочку из салата с ломтиками помидора и лука, полить двумя-тремя столовыми ложками соуса, сверху выложить котлету с сыром чеддер и бекон, накрыть второй половиной булочки. Гарниром к гамбургеру будет маринованный огурец, разрезанный на четыре части.",https://eda.ru/img/eda/c620x415/s1.eda.ru/StaticContent/Photos/150601195902/150610151102/p_O.jpg,"['бекон', '2', 'куск', 'говяж', 'вырезк', 'сыр', 'чеддер', '2', 'куск', 'маринова', 'огурц', '2', 'штук', 'салат', 'айсберг', '3', 'пучк', 'помидор', '½', 'штук', 'красн', 'лук', '½', 'головк', 'булочк', 'кунжут', '1', 'штук', 'бел', 'лук', '⅓', 'головк', 'оливков', 'масл', '1', 'столов', 'ложк', 'кетчуп', '1', '5', 'столов', 'ложек', 'коричнев', 'соус', 'hp', '1', 'чайн', 'ложк', 'майонез', '2', 'столов', 'ложк', 'tabasco', '1', 'чайн', 'ложк', 'вустерширск', 'соус', '½', 'чайн', 'ложк', 'коньяк', '1', '5', 'чайн', 'ложек', 'сол', 'вкус', 'молот', 'черн', 'перец', 'вкус']","['бекон', 'кусок', 'говяжий', 'вырезка', 'г', 'сыр', 'чеддер', 'кусок', 'мариновать', 'огурец', 'штука', 'салат', 'айсберг', 'пучок', 'помидор', '½', 'штука', 'красный', 'лук', '½', 'головка', 'булочка', 'с', 'кунжут', 'штука', 'белый', 'лук', '⅓', 'головка', 'оливковый', 'масло', 'столовая', 'ложка', 'кетчуп', 'столовый', 'ложка', 'коричневый', 'соус', 'hp', 'чайный', 'ложка', 'майонез', 'столовая', 'ложка', 'tabasco', 'чайный', 'ложка', 'вустерширский', 'соус', '½', 'чайный', 'ложка', 'коньяк', 'чайный', 'ложка', 'соль', 'по', 'вкус', 'молотый', 'чёрный', 'перец', 'по', 'вкус']",1818,80,115,107
593,594,Суп с фрикадельками,"Калории: 228, белки: 17, жиры: 11, углеводы: 16",2 часа,"Куриные кости  300 г
Репчатый лук 3 головки
Морковь 2 штуки
Стебель сельдерея 2 штуки
Лавровый лист 1 штука
Душистый перец горошком 6 штук
Черный перец горошком 6 штук
Куриный фарш 300 г
Куриное яйцо 1 штука
Картофель 300 г
Паста стеллине 50 г
Растительное масло 30 мл
Петрушка по вкусу
Соль по вкусу
Молотый черный перец по вкусу","① Куриный остов залить тремя литрами воды, довести до кипения, снять пену, понизить огонь. Добавить луковицу, морковь, стебель сельдерея, лавровый лист, душистый и черный перец горошком. Варить час-полтора.
② Натереть луковицу на терке, смешать с фаршем, добавить яйцо, соль и перец по вкусу. Отбить фарш, а затем сформовать фрикадельки размером с грецкий орех.
③ Процедить бульон, поместить в него фрикадельки и картофель, нарезанный небольшими кубиками, довести до кипения и снять образовавшуюся пену. Варить на небольшом огне 15 минут.
④ Нарезать мелкими кубиками одну луковицу, морковь и стебель сельдерея. Пассеровать на растительном масле сначала лук, затем добавить морковь и сельдерей.
⑤ Добавить в суп овощную зажарку и макароны-звездочки, варить еще 5 минут. В конце добавить измельченную петрушку.",https://eda.ru/img/eda/c620x415/s1.eda.ru/StaticContent/Photos/121114213720/190408183157/p_O.jpg,"['курин', 'кост', 'репчат', 'лук', 'оловк', 'морков', '2', 'штук', 'стебел', 'сельдере', '2', 'штук', 'лавров', 'лист', '1', 'штук', 'душист', 'перец', 'горошк', '6', 'штук', 'черн', 'перец', 'горошк', '6', 'штук', 'курин', 'фарш', 'курин', 'яйц', '1', 'штук', 'картофел', 'паст', 'стеллин', 'растительн', 'масл', '30', 'мл', 'петрушк', 'вкус', 'сол', 'вкус', 'молот', 'черн', 'перец', 'вкус']","['куриный', 'кость', 'г', 'репчатый', 'лук', 'головка', 'морковь', 'штука', 'стебель', 'сельдерей', 'штука', 'лавровый', 'лист', 'штука', 'душистый', 'перец', 'горошек', 'штука', 'чёрный', 'перец', 'горошек', 'штука', 'куриный', 'фарш', 'г', 'куриный', 'яйцо', 'штука', 'картофель', 'г', 'паста', 'стеллина', 'г', 'растительный', 'масло', 'мл', 'петрушка', 'по', 'вкус', 'соль', 'по', 'вкус', 'молотый', 'чёрный', 'перец', 'по', 'вкус']",228,17,11,16
594,595,Харша (Оладьи из манной крупы),"Калории: 373, белки: 6, жиры: 18, углеводы: 48",1 час  30 минут,"Манная крупа 310 г
Сахар 50 г
Соль щепотка
Разрыхлитель 10 г
Сливочное масло 125 г
Молоко 120 мл","① Растопить сливочное масло в сотейнике на медленном огне.
② Смешать манку, сахар, соль и разрыхлитель, добавить растопленное масло и перемешать.
③ Влить молоко и перемешать в течение минуты. Оставить на 15 минут, чтобы манная крупа впитала молоко и масло.
④ Рабочую поверхность посыпать манкой и выложить тесто, распределить руками так, чтобы толщина пласта была 1-1,5 см. Вырезать круглые оладьи с помощью кулинарного кольца или круглой формочки для печенья.
⑤ Пожарить харши на разогретую антипригарную сковороду без масла и обжарить с по 3-4 минуты с каждой стороны на среднем огне. Подавать горячими, есть с медом.",https://eda.ru/img/eda/c620x415/s1.eda.ru/StaticContent/Photos/120131090525/180207153739/p_O.jpg,"['ман', 'круп', 'сахар', 'сол', 'щепотк', 'разрыхлител', 'сливочн', 'масл', 'молок', '120', 'мл']","['манный', 'крупа', 'г', 'сахар', 'г', 'соль', 'щепотка', 'разрыхлитель', 'г', 'сливочный', 'масло', 'г', 'молоко', 'мл']",373,6,18,48
595,596,Каннеллони с мясной начинкой,"Калории: 859, белки: 39, жиры: 63, углеводы: 34",1 час,"Паста каннеллони 12 штук
Мясной фарш 300 г
Репчатый лук 1 штука
Помидоры 3 штуки
Шампиньоны 150 г
Твердый сыр 100 г
Соль по вкусу
Молотый черный перец по вкусу
Растительное масло 30 мл
Сливочное масло 50 г
Молоко 800 мл
Пшеничная мука 35 г","① Репчатый лук мелко нарезать.
② Свежие или консервированные помидоры вымыть и пропустить через мясорубку или измельчить в блендере.
③ Шампиньоны нарезать тонкими ломтиками.
④ В разогретом растительном масле обжарить мелко нарезанный лук.
⑤ К обжаренному луку добавить шампиньоны и обжарить грибы 5 минут.
⑥ Добавить мясной фарш, посолить, поперчить и жарить, периодически помешивая, до готовности.
⑦ За 5–7 минут до готовности добавить в сковороду с фаршем измельченные помидоры, хорошо перемешать и тушить, пока помидорный сок слегка не выкипит и смесь в сковороде не загустеет.
⑧ Начинку остудить, добавить тертый на крупной терке сыр и перемешать (можно добавить мелко нарезанный кубиками копченый окорок).
⑨ В толстостенной посуде или на сковороде растопить сливочное масло, затем добавить муку, подогретое молоко и приготовить соус бешамель.
①0 Форму для запекания смазать сливочным маслом и обсыпать панировочными сухарями.
①1 Каннеллони наполнить фаршем и выложить в форму для запекания.
①2 Сверху полить каннеллони соусом бешамель, накрыть крышкой или фольгой и поставить в духовку на 35–40 минут при температуре 160–180 градусов.",https://eda.ru/img/eda/c620x415/s1.eda.ru/StaticContent/Photos/170227222233/210712223457/p_O.jpg,"['паст', 'каннеллон', '12', 'штук', 'мясн', 'фарш', 'репчат', 'лук', '1', 'штук', 'помидор', '3', 'штук', 'шампиньон', 'тверд', 'сыр', 'сол', 'вкус', 'молот', 'черн', 'перец', 'вкус', 'растительн', 'масл', '30', 'мл', 'сливочн', 'масл', 'молок', '800', 'мл', 'пшеничн', 'мук']","['паста', 'каннеллонить', 'штука', 'мясной', 'фарш', 'г', 'репчатый', 'лук', 'штука', 'помидор', 'штука', 'шампиньон', 'г', 'твёрдый', 'сыр', 'г', 'соль', 'по', 'вкус', 'молотый', 'чёрный', 'перец', 'по', 'вкус', 'растительный', 'масло', 'мл', 'сливочный', 'масло', 'г', 'молоко', 'мл', 'пшеничный', 'мука', 'г']",859,39,63,34
596,597,Хрустящие картофельные дольки в специях,"Калории: 247, белки: 5, жиры: 7, углеводы: 43",45 минут,"Картофель 6 штук
Толченые сухари 25 г
Растительное масло 1 столовая ложка
Шнитт-лук 2 чайные ложки
Крупная соль 1 чайная ложка
Молотый сушеный чеснок ¼ чайные ложки
Розмарин ½ чайные ложки","① Разогрейте духовку до 200 градусов. Разрежьте каждую картошку на 8 долек и перемешайте с растительным маслом.
② Смешайте сухари, мелко нарезанный шнитт-лук, соль, чеснок и измельченный розмарин. Перемешайте с картофелем, чтобы специи полностью равномерно покрыли дольки.
③ Переложите картофель на смазанный маслом противень и жарьте 40 минут до хрустящего и золотистого состояния.",https://eda.ru/img/eda/c620x415/s1.eda.ru/StaticContent/Photos/120131083347/120213182745/p_O.jpg,"['картофел', '6', 'штук', 'толчен', 'сухар', 'растительн', 'масл', '1', 'столов', 'ложк', 'шнитт', 'лук', '2', 'чайн', 'ложк', 'крупн', 'сол', '1', 'чайн', 'ложк', 'молот', 'сушен', 'чеснок', '¼', 'чайн', 'ложк', 'розмарин', '½', 'чайн', 'ложк']","['картофель', 'штука', 'толчёный', 'сухарь', 'г', 'растительный', 'масло', 'столовая', 'ложка', 'шнитта', 'лук', 'чайный', 'ложка', 'крупный', 'соль', 'чайный', 'ложка', 'молотый', 'сушёный', 'чеснок', '¼', 'чайный', 'ложка', 'розмарин', '½', 'чайный', 'ложка']",247,5,7,43
597,598,Песто из вяленых помидоров,"Калории: 314, белки: 8, жиры: 25, углеводы: 14",10 минут,"Вяленые помидоры 150 г
Кедровые орехи 50 г
Чеснок 1 зубчик
Базилик 10 г
Твердый сыр 70 г
Оливковое масло 100 мл","① Сыр натереть на мелкой терке, базилик мелко нарезать.
② В блендере пробить все ингредиенты до однородной консистенции. Если нужно, добавить еще немного оливкового масла.
③ Переложить соус в чистую сухую банку, и хранить в холодильнике не больше трех недель.",https://eda.ru/img/eda/c620x415/s1.eda.ru/StaticContent/Photos/160915225201/160921124055/p_O.jpg,"['вялен', 'помидор', 'кедров', 'орех', 'чеснок', '1', 'зубчик', 'базилик', 'тверд', 'сыр', 'оливков', 'масл', '100', 'мл']","['вяленый', 'помидор', 'г', 'кедровый', 'орех', 'г', 'чеснок', 'зубчик', 'базилик', 'г', 'твёрдый', 'сыр', 'г', 'оливковый', 'масло', 'мл']",314,8,25,14
598,599,Берлинер,"Калории: 427, белки: 6, жиры: 8, углеводы: 84",2 часа  20 минут,"Пшеничная мука 500 г
Сухие дрожжи 6 г
Соль 1 чайная ложка
Пахта 175 мл
Куриное яйцо 2 штуки
Сахар 300 г
Сливочное масло 85 г
Ванильный экстракт ½ чайные ложки
Молотая корица 5 г
Вишневый джем 500 г
Растительное масло 1,5 л","① В 100 мл теплой воды развести дрожжи.Оставить на пять минут.\nКогда дрожжи начнут пениться, добавить муку, соль, пахту, яйца,
⑦5 г сахара, масло и ванильный экстракт. Замесить тесто в миксере на низкой скорости. Через одну минуту увеличить скорость до максимальной и месить еще две минуты.
② Смазать большую миску маслом, переложить в нее тесто, накрыть пищевой пленкой и дать подняться в теплом месте в течение двух часов. Тесто должно увеличиться вдвое.
③ Пока поднимается тесто, смешать в миске оставшийся сахар с корицей. В кондитерский мешок с узкой, круглой насадкой переложить джем.
④ Когда тесто поднимется, обмять его и раскатать до 1,5–2 см в толщину. Вырезать 12 кружков диаметром примерно 10 сантиметров.\nВыложить тесто на противень, покрытый пекарской бумагой и щедро присыпанный мукой.
⑤ В глубоком сотейнике разогреть растительное масло для фритюра до 180°С. Аккуратно обжарить пончики до золотистого цвета.
⑥ Вынуть пончики шумовкой и переложить на салфетку, чтобы стекло масло. Дать пончикам остыть.
⑦ Когда пончики остынут до того, что не будут обжигать пальцы, обвалять их в смеси сахара и корицы. А затем, аккуратно проделав дырку в пончике, наполнить его джемом примерно на три четверти объема.",https://eda.ru/img/eda/c620x415/s1.eda.ru/StaticContent/Photos/120131090259/170124134047/p_O.jpg,"['пшеничн', 'мук', 'сух', 'дрожж', 'сол', '1', 'чайн', 'ложк', 'пахт', '175', 'мл', 'курин', 'яйц', '2', 'штук', 'сахар', 'сливочн', 'масл', 'ванильн', 'экстракт', '½', 'чайн', 'ложк', 'молот', 'кориц', 'вишнев', 'джем', 'растительн', 'масл', '1', '5', 'л']","['пшеничный', 'мука', 'г', 'сухой', 'дрожжи', 'г', 'соль', 'чайный', 'ложка', 'пахта', 'мл', 'куриный', 'яйцо', 'штука', 'сахар', 'г', 'сливочный', 'масло', 'г', 'ванильный', 'экстракт', '½', 'чайный', 'ложка', 'молотый', 'корица', 'г', 'вишнёвый', 'джема', 'г', 'растительный', 'масло', 'л']",427,6,8,84
